"Table S2. Characterization of AGO1 Binding Sites and Associated Genes, related to Figures 1-5"																								
Peak ID	Chromosome	Start	End	Relative ChIP signala (RPKM)			Normalized ChIP signal (RPKM)			Associated genes	Gene ID	RNA-seq  (RPKM)				GRO-seq  (RPKM)		PolII  (RPKM)		PolII_Ser2P  (RPKM)		PolII_Ser5P (RPKM)		Nuclear AGO1-bound sRNAs  (RPKM)
AGO1_peak_575	Chr3	22947791	22948240	-1.83	5.37	11.07	12.42	7.32	9.39	At3g61962_promoter_1k	At3g61962	0.00	0.00	0.00	1.00	0.00	0.00	7.08	6.19	7.75	5.95	7.33	6.66	0.00
AGO1_peak_576	Chr3	23060688	23060879	-0.54	6.12	4.59	12.11	9.87	16.01	At3g62310_promoter_1k	At3g62310	19.30	15.47	-0.32	0.64	2.17	2.27	10.95	11.07	14.87	15.38	16.24	14.18	1.20
AGO1_peak_577	Chr3	23116257	23116426	-7.27	7.03	8.01	15.44	8.29	11.23	.	NA													
AGO1_peak_578	Chr3	23116734	23116949	-2.16	1.27	8.69	18.21	22.31	14.71	.	NA													
AGO1_peak_579	Chr3	23136146	23136788	0.79	13.82	12.96	16.45	17.63	19.55	At3g62550	At3g62550	170.02	203.18	0.26	0.76	24.85	0.95	58.65	40.31	42.35	22.53	69.01	41.23	7.96
AGO1_peak_580	Chr3	23136854	23137547	0.33	11.7	9.6	13.52	15.16	14.91	At3g62550;At3g62550_downstream_1k;At3g62560_promoter_1k	At3g62550	170.02	203.18	0.26	0.76	24.85	0.95	58.65	40.31	42.35	22.53	69.01	41.23	7.96
											At3g62560	29.58	32.92	0.15	0.88	1.92	1.67	14.55	11.21	14.99	12.62	16.94	11.95	1.20
AGO1_peak_581	Chr3	23163352	23163835	-3.82	4.53	11.23	16.33	10.93	13.32	At3g62630_downstream_1k;At3g62630	At3g62630	17.67	10.35	-0.77	0.12	5.77	3.17	47.93	27.06	27.57	20.35	44.15	30.38	7.50
AGO1_peak_582	Chr3	23163942	23164269	-2.09	4.47	8.04	17.96	15.98	19.35	At3g62630	At3g62630	17.67	10.35	-0.77	0.12	5.77	3.17	47.93	27.06	27.57	20.35	44.15	30.38	7.50
AGO1_peak_583	Chr3	23169304	23169520	-4.43	5.7	9.32	12.36	12.72	11.23	At3g62650_downstream_1k	At3g62650	64.83	54.70	-0.24	0.77	5.12	2.01	46.28	24.45	24.64	17.62	37.91	28.01	12.12
AGO1_peak_584	Chr3	23200845	23201054	-8.66	0.37	8.66	13.05	9.28	12.61	At3g62710_promoter_1k;At3g62720_promoter_1k	At3g62710	0.02	0.00	NA	1.00	0.00	0.00	6.48	7.20	5.16	5.36	4.98	5.15	0.00
											At3g62720	34.02	18.34	-0.89	0.05	1.65	2.43	44.88	60.11	34.40	39.28	51.82	54.94	3.26
AGO1_peak_585	Chr3	23266204	23266469	-2.19	8.18	6.42	10.74	9.35	10.74	At3g62950	At3g62950	12.28	4.09	-1.59	0.03	0.70	0.00	22.95	9.22	14.79	7.65	23.36	11.76	1.62
AGO1_peak_586	Chr3	23332555	23333208	-3.35	3.65	2.58	13.35	12.54	13.4	At3g63150_promoter_1k	At3g63150	21.53	24.57	0.19	0.83	2.05	1.08	8.94	8.75	11.91	10.47	11.54	10.57	0.99
AGO1_peak_587	Chr3	23345874	23346155	-4.5	7.87	11.53	14.14	13.04	13.88	At3g63200	At3g63200	18.59	4.43	-2.07	0.00	2.64	1.15	24.13	13.50	16.75	10.21	24.94	11.30	2.18
AGO1_peak_588	Chr3	23423566	23423869	NA	2.3	8.28	13.9	11.92	14.96	At3g63440_promoter_1k	At3g63440	4.32	1.70	-1.35	0.16	2.68	1.98	16.24	14.22	15.48	12.49	17.85	13.11	1.76
AGO1_peak_589	Chr3	23429846	23430205	-3.24	3.53	6.87	13.38	15.76	13.51	At3g63450_promoter_1k;At3g63460_downstream_1k	At3g63450	5.34	2.00	-1.41	0.03	2.86	0.93	15.87	12.75	14.22	10.62	16.07	12.09	2.66
											At3g63460	63.41	62.35	-0.02	0.99	6.99	5.33	10.16	10.13	18.41	18.83	15.37	16.21	0.70
AGO1_peak_590	Chr4	56779	57236	-0.08	3.7	8.05	13.89	9.79	12	At4g00150_downstream_1k	At4g00150	14.55	10.00	-0.54	0.31	2.48	2.14	22.93	14.59	16.08	13.52	26.30	18.02	39.90
AGO1_peak_591	Chr4	59247	59483	NA	2.07	7.74	10.3	6.62	7.15	At4g00150_promoter_1k	At4g00150	14.55	10.00	-0.54	0.31	2.48	2.14	22.93	14.59	16.08	13.52	26.30	18.02	39.90
AGO1_peak_592	Chr4	69597	69892	-3.59	6.27	5.63	14.88	15.16	15.01	At4g00165	At4g00165	75.40	169.39	1.17	0.00	6.26	1.76	25.34	22.66	25.95	17.03	36.08	19.36	5.01
AGO1_peak_593	Chr4	550837	551203	-9.43	6.3	4.6	16.21	15.61	17	At4g01330	At4g01330	52.62	20.47	-1.36	0.00	2.78	0.96	23.05	12.52	23.97	14.87	31.08	15.77	5.95
AGO1_peak_594	Chr4	552555	552827	-3.27	6.46	11.82	11.99	12.68	13.96	At4g01330	At4g01330	52.62	20.47	-1.36	0.00	2.78	0.96	23.05	12.52	23.97	14.87	31.08	15.77	5.95
AGO1_peak_595	Chr4	553076	553385	0.1	3.86	13.85	12.67	13.78	16.72	At4g01330_downstream_1k;At4g01335_promoter_1k	At4g01330	52.62	20.47	-1.36	0.00	2.78	0.96	23.05	12.52	23.97	14.87	31.08	15.77	5.95
											At4g01335	3.77	0.09	-5.46	0.56	0.10	0.00	15.58	6.65	12.98	8.33	13.65	7.49	23.59
AGO1_peak_596	Chr4	627971	628227	-1.21	1.63	7.77	15.29	10.52	11.12	At4g01480_downstream_1k	At4g01480	31.97	62.07	0.96	0.03	6.96	2.92	10.44	18.36	10.52	12.10	11.49	16.58	0.29
AGO1_peak_597	Chr4	727980	728174	-19.53	7.73	0.54	11.01	8.05	10.87	.	NA													
AGO1_peak_598	Chr4	914962	915235	0.24	3.98	3.01	11.95	6.51	7.34	At4g02075	At4g02075	4.29	6.06	0.50	0.64	4.01	0.66	13.26	9.01	21.51	14.93	29.82	18.68	5.56
AGO1_peak_599	Chr4	929870	930328	-0.53	4.56	4.86	12.04	8.35	8.98	At4g02100	At4g02100	7.26	3.92	-0.89	0.10	4.58	2.51	16.55	12.79	13.96	11.62	18.71	14.61	0.74
AGO1_peak_600	Chr4	945353	945611	-4.11	6.33	6.62	10.58	9.61	5.31	At4g02130	At4g02130	31.67	15.05	-1.07	0.01	1.85	1.33	15.42	13.22	17.71	12.96	23.35	14.28	13.90
AGO1_peak_601	Chr4	976107	976306	-4.81	4.11	7.94	13.71	14.08	14.84	At4g02210_promoter_1k;At4g02220_promoter_1k	At4g02210	9.35	9.56	0.03	0.99	1.82	1.20	13.04	23.00	17.36	28.33	19.05	27.86	3.41
											At4g02220	7.02	8.94	0.35	0.67	0.88	1.01	7.81	8.17	11.81	12.45	10.03	9.97	0.97
AGO1_peak_602	Chr4	1392031	1392715	-0.41	3.29	7.46	12.57	10.71	13.72	At4g03140	At4g03140	5.08	6.69	0.40	0.85	2.62	1.07	18.01	12.68	27.96	21.44	25.64	18.50	3.07
AGO1_peak_603	Chr4	1553618	1553934	0.75	4.03	10.03	13.33	11.08	16.35	At4g03500	At4g03500	1.88	2.88	0.62	0.45	0.49	0.35	8.70	9.30	7.83	7.26	8.08	7.26	0.88
AGO1_peak_604	Chr4	2332164	2332530	-1.69	2.58	8.29	16.85	14.58	16.42	At4g04630	At4g04630	3.65	2.57	-0.51	0.66	0.71	0.59	14.28	7.98	11.79	6.53	15.62	6.43	3.72
AGO1_peak_605	Chr4	2349673	2350412	-1.9	7.75	2.76	14.85	15.39	14.13	At4g04640_downstream_1k	At4g04640	900.77	625.65	-0.53	0.38	50.19	12.09	39.67	24.21	33.53	22.51	52.72	34.40	4.95
AGO1_peak_606	Chr4	2452404	2452660	-8.94	4.12	2.35	14.13	9.05	15.65	At4g04840_downstream_1k;At4g04850_promoter_1k	At4g04840	26.82	3.02	-3.15	0.00	3.14	0.11	8.19	6.49	6.96	6.57	7.83	8.78	9.75
											At4g04850	24.96	22.17	-0.17	0.85	1.69	0.64	6.78	6.97	8.87	6.68	7.95	6.07	0.49
AGO1_peak_607	Chr4	5726851	5727472	1.36	4.57	2.55	15.47	14.4	16.3	At4g08920	At4g08920	77.85	54.11	-0.52	0.31	8.49	2.63	18.04	11.23	27.30	22.48	35.42	26.68	2.48
AGO1_peak_608	Chr4	6101676	6102187	0.72	10.48	5.13	18.11	15.4	13.62	At4g09650_downstream_1k	At4g09650	994.05	615.30	-0.69	0.16	26.28	7.19	54.79	31.44	37.14	26.16	57.76	39.78	3.46
AGO1_peak_609	Chr4	6181777	6182104	1.87	4.4	2.09	9.25	10.22	8.06	At4g09820_promoter_1k	At4g09820	0.69	0.48	-0.51	1.00	0.13	0.00	4.53	4.04	3.49	2.67	3.32	2.44	4.55
AGO1_peak_610	Chr4	6409591	6409859	-5.35	5.82	15.6	37.18	30.56	29.9	At4g10340_downstream_1k	At4g10340	3035.98	881.04	-1.78	0.00	125.29	25.14	86.98	34.20	37.17	23.57	58.33	35.21	30.85
AGO1_peak_611	Chr4	6794838	6795222	-1.34	4.66	7.82	15.91	12.21	12.63	At4g11140	At4g11140	2.35	1.89	-0.32	0.86	0.16	0.10	13.45	12.13	11.01	9.08	13.52	9.67	0.82
AGO1_peak_612	Chr4	6877530	6878089	-1.17	1.87	9.08	14.22	10.31	11.13	.	NA													
AGO1_peak_613	Chr4	7139410	7139840	-8.81	1.22	5.59	11.72	10.78	11.04	At4g11870_downstream_1k	At4g11870	1.07	3.73	1.80	1.00	0.00	0.00	7.07	8.67	7.74	7.72	6.36	5.60	0.00
AGO1_peak_614	Chr4	7309855	7310273	1.06	6.15	8.81	13.76	10.44	12.61	At4g12300_promoter_1k;At4g12310_downstream_1k	At4g12300	8.41	14.72	0.81	0.10	2.21	0.95	18.97	16.18	15.50	11.24	18.00	13.79	2.76
											At4g12310	25.32	8.81	-1.52	0.00	5.29	0.10	13.94	7.32	15.89	4.44	23.37	4.36	3.74
AGO1_peak_615	Chr4	7350328	7350701	-2.39	3.8	9.92	14.31	14.16	9.33	At4g12420	At4g12420	114.21	62.51	-0.87	0.04	9.99	4.66	24.04	12.11	33.81	23.94	45.70	29.87	1.94
AGO1_peak_616	Chr4	7585718	7586100	3.47	7.04	10.81	12.73	9.45	10.49	At4g12970_downstream_1k	At4g12970	26.03	24.97	-0.06	0.97	2.37	0.74	17.06	9.56	13.15	6.98	20.32	9.56	7.88
AGO1_peak_617	Chr4	7589656	7590234	-2.61	6.12	6.17	21.55	17.15	15.87	At4g12980	At4g12980	18.40	3.29	-2.48	0.00	6.00	0.65	17.48	11.09	11.78	8.60	11.39	9.34	7.83
AGO1_peak_618	Chr4	7715927	7716145	-2.67	6.45	4.85	13.06	7.17	9.67	.	NA													
AGO1_peak_619	Chr4	7842940	7843271	-1.87	3.79	3.96	15.59	11.07	14.34	.	NA													
AGO1_peak_620	Chr4	7845758	7846683	-2.11	10.09	5.09	16.67	13.28	16.64	.	NA													
AGO1_peak_621	Chr4	8099997	8100590	-3	4.03	7.09	12.8	13.45	13.34	.	NA													
AGO1_peak_622	Chr4	8337186	8337487	-2.27	8.03	8.7	11.23	17.19	14.71	At4g14510	At4g14510	8.93	11.31	0.34	0.62	0.67	0.56	7.92	7.49	13.47	12.43	10.51	9.49	1.72
AGO1_peak_623	Chr4	8510986	8511216	-6.24	3.61	3.74	15.73	14.76	17.88	At4g14830	At4g14830	2.54	2.41	-0.08	0.98	3.90	1.09	19.06	15.11	16.76	12.45	24.70	15.67	0.55
AGO1_peak_624	Chr4	8887078	8887325	-3.19	3.15	3.59	11.29	15.27	19.64	At4g15560	At4g15560	239.77	107.22	-1.16	0.00	10.27	4.70	17.74	10.37	26.97	19.54	33.22	21.26	1.90
AGO1_peak_625	Chr4	8887428	8887827	-5.48	2.83	5.56	15.61	14.99	16.65	At4g15560;At4g15560_downstream_1k	At4g15560	239.77	107.22	-1.16	0.00	10.27	4.70	17.74	10.37	26.97	19.54	33.22	21.26	1.90
AGO1_peak_626	Chr4	9132717	9133553	-0.91	2.88	3.75	14.76	12.96	13.5	At4g16141;At4g16141_promoter_1k	At4g16141	27.64	21.17	-0.39	0.57	4.95	4.68	26.42	15.50	29.81	21.67	46.16	32.15	1.85
AGO1_peak_627	Chr4	9575661	9575909	-3.44	1.14	5.3	11.72	10.65	17.86	At4g17010_promoter_1k	At4g17010	9.90	15.02	0.60	0.55	1.33	0.62	8.92	8.84	16.54	16.13	11.05	12.61	2.20
AGO1_peak_628	Chr4	9589192	9589517	-6.72	2.59	9.99	14.24	11.77	11.68	At4g17040;At4g17040_promoter_1k;At4g17050_promoter_1k	At4g17040	200.36	196.61	-0.03	0.99	2.23	1.73	8.36	8.61	13.34	11.71	11.05	9.08	0.15
											At4g17050	59.44	50.26	-0.24	0.76	3.08	1.34	7.39	6.37	8.95	7.88	8.55	7.38	0.74
AGO1_peak_629	Chr4	9599816	9600285	1.3	4.68	5.38	10.62	11.26	11.92	.	NA													
AGO1_peak_630	Chr4	9670001	9670181	NA	7.69	4.04	17.79	11.68	9.96	At4g17245_downstream_1k;At4g17250_promoter_1k	At4g17245	101.18	49.03	-1.05	0.02	15.75	4.14	55.65	31.23	23.78	22.24	37.54	31.65	10.00
											At4g17250	12.69	20.59	0.70	0.15	1.16	0.97	16.81	23.88	16.45	20.74	21.52	28.93	0.22
AGO1_peak_631	Chr4	9726744	9726962	-3.14	8.43	4.99	11.7	10.63	10.16	At4g17430_promoter_1k;At4g17440_promoter_1k	At4g17430	6.83	7.88	0.21	0.85	1.17	1.03	10.00	9.67	9.56	9.69	10.06	9.92	0.14
											At4g17440	3.10	4.49	0.53	0.61	0.27	0.33	8.91	8.98	8.16	8.73	10.30	8.66	0.18
AGO1_peak_632	Chr4	9739599	9740029	-3.18	3.95	8.37	16.69	17.04	14.96	At4g17460	At4g17460	29.95	8.59	-1.80	0.00	3.63	0.89	56.96	27.27	27.98	21.44	46.44	31.99	5.45
AGO1_peak_633	Chr4	9936213	9936598	-1.6	3.04	6.91	15.25	10.22	12.33	At4g17880_promoter_1k;At4g17890_promoter_1k	At4g17880	7.45	7.38	-0.01	0.99	1.68	0.87	13.36	12.95	10.76	8.89	14.06	10.56	0.63
											At4g17890	25.30	25.22	0.00	1.00	2.01	1.40	9.16	9.43	10.51	14.45	10.61	14.04	0.23
AGO1_peak_634	Chr4	10143765	10144164	-2.14	3.18	8.92	9.66	13.1	19.03	At4g18350	At4g18350	0.14	0.20	0.53	1.00	0.00	0.03	8.70	10.88	6.45	6.62	5.63	6.52	0.16
AGO1_peak_635	Chr4	10231256	10231471	-4.45	0.98	9.05	10.21	10.28	13.73	At4g18570	At4g18570	20.80	11.69	-0.83	0.10	2.60	1.21	12.77	9.87	16.86	11.77	20.97	13.22	0.56
AGO1_peak_636	Chr4	10253283	10253662	0.89	1.16	6.96	10.02	12.09	10.02	At4g18620_promoter_1k	At4g18620	0.00	0.00	0.00	1.00	0.00	0.00	5.80	7.97	6.18	4.79	5.51	3.77	0.00
AGO1_peak_637	Chr4	10266966	10267282	-4.21	4.68	9.65	8.45	10.57	12.35	.	NA													
AGO1_peak_638	Chr4	10275168	10275411	-7.02	8.42	10.85	12.2	8.43	9.98	At4g18660_downstream_1k;At4g18670_downstream_1k	At4g18660	0.04	0.00	NA	1.00	0.01	0.02	7.38	6.78	6.61	7.20	6.76	7.26	0.00
											At4g18670	57.11	22.70	-1.33	0.00	15.47	8.32	34.99	18.58	20.08	18.20	29.24	25.84	51.96
AGO1_peak_639	Chr4	10278481	10278714	1.89	7.32	4.29	9.16	11.33	9.5	At4g18670_promoter_1k	At4g18670	57.11	22.70	-1.33	0.00	15.47	8.32	34.99	18.58	20.08	18.20	29.24	25.84	51.96
AGO1_peak_640	Chr4	10469351	10469702	-8.36	2.61	7.69	11.15	11.97	13.22	At4g19130_promoter_1k;At4g19140_promoter_1k	At4g19130	1.84	1.42	-0.38	0.75	0.06	0.11	20.51	25.39	6.26	5.43	5.70	4.65	0.00
											At4g19140	10.09	8.42	-0.26	0.88	1.84	0.91	13.07	13.62	15.00	18.06	17.57	21.22	0.48
AGO1_peak_641	Chr4	10482890	10483648	-2.67	4.73	6.38	20.5	21.68	23.93	At4g19170	At4g19170	44.07	6.49	-2.76	0.00	10.46	0.28	27.94	9.10	15.31	7.74	22.89	6.80	6.05
AGO1_peak_642	Chr4	10484842	10485237	-3.37	8.7	11.43	16.22	13.51	19.49	At4g19180_downstream_1k	At4g19180	8.15	7.84	-0.06	0.97	1.75	1.05	10.49	9.16	12.38	11.12	12.87	12.26	0.27
AGO1_peak_643	Chr4	10625666	10626010	-3.68	1.13	7.41	12.41	14.25	12.57	At4g19500	At4g19500	15.83	17.74	0.16	0.86	3.00	1.14	10.22	8.71	14.93	11.93	13.72	11.15	27.01
AGO1_peak_644	Chr4	10648845	10649292	-4.89	8.15	3.15	14.73	15.43	15.33	.	NA													
AGO1_peak_645	Chr4	10651607	10652405	-1.68	6.72	4.05	14.35	14.38	16.12	At4g19530	At4g19530	29.74	15.72	-0.92	0.03	2.97	0.77	12.37	9.40	24.49	11.90	29.41	11.23	4.53
AGO1_peak_646	Chr4	10657025	10657626	0.96	8.88	2.06	14.71	16.05	15.26	At4g19530;At4g19530_downstream_1k;At4g19540_promoter_1k	At4g19530	29.74	15.72	-0.92	0.03	2.97	0.77	12.37	9.40	24.49	11.90	29.41	11.23	4.53
											At4g19540	6.63	5.47	-0.28	0.82	1.22	0.78	10.43	9.15	16.54	13.22	15.60	12.62	0.60
AGO1_peak_647	Chr4	10958715	10958947	NA	1.31	4.93	10.23	13.47	9.54	At4g20300	At4g20300	28.85	25.81	-0.16	0.87	5.63	2.31	21.08	16.99	21.54	22.44	26.40	26.38	1.11
AGO1_peak_648	Chr4	11334186	11334770	2.5	6.75	3.89	19.09	16.05	19.68	At4g21270_promoter_1k;At4g21280_promoter_1k;At4g21280	At4g21270	6.33	4.53	-0.48	0.46	0.50	0.16	5.54	5.87	5.81	4.64	5.53	4.11	0.06
											At4g21280	1057.37	529.35	-1.00	0.03	24.06	5.27	36.51	20.12	39.89	25.30	58.95	37.87	5.69
AGO1_peak_649	Chr4	11335651	11335862	-3.24	11.88	8.71	18.83	14.81	16.49	At4g21280	At4g21280	1057.37	529.35	-1.00	0.03	24.06	5.27	36.51	20.12	39.89	25.30	58.95	37.87	5.69
AGO1_peak_650	Chr4	11553693	11553912	-3.9	4.82	4.91	10.56	9.35	8.19	.	NA													
AGO1_peak_651	Chr4	11745024	11745246	0.35	6.61	9.38	18.17	11.89	14.25	.	NA													
AGO1_peak_652	Chr4	12051625	12051939	1.95	5.83	5.13	14.92	7.38	12.43	At4g22990	At4g22990	8.60	9.37	0.12	0.91	0.91	0.48	7.47	8.38	7.45	6.40	7.87	6.74	0.23
AGO1_peak_653	Chr4	12369667	12369872	-1.51	2.18	9.55	12.73	9.2	10.8	At4g23740_downstream_1k	At4g23740	19.56	12.83	-0.61	0.22	3.51	2.15	11.46	9.95	13.20	10.20	15.89	10.58	0.19
AGO1_peak_654	Chr4	12379873	12380321	-1.69	5.72	9.83	12.58	10.1	8.71	.	NA													
AGO1_peak_655	Chr4	12408240	12408542	-7.24	4.79	4.32	13.36	11.95	13.27	At4g23850_promoter_1k	At4g23850	93.65	113.68	0.28	0.71	15.85	8.53	10.69	14.06	16.85	31.75	19.00	34.53	2.00
AGO1_peak_656	Chr4	12609483	12610044	-2.14	2.54	3.66	14.17	8.16	10.9	At4g24350	At4g24350	37.54	81.92	1.13	0.01	13.34	2.10	18.96	19.02	19.36	20.50	25.01	24.99	0.57
AGO1_peak_657	Chr4	12726990	12727284	-5.93	5.11	9.57	17.35	17.05	18.29	At4g24670_downstream_1k	At4g24670	9.66	5.35	-0.85	0.14	0.48	0.30	6.60	6.64	8.53	6.23	7.26	5.50	0.24
AGO1_peak_658	Chr4	12784950	12785263	-3.71	2.39	7.48	14.97	12.74	10.78	At4g24800	At4g24800	46.23	28.23	-0.71	0.11	5.50	3.18	14.63	11.53	23.91	21.33	26.67	21.50	1.38
AGO1_peak_659	Chr4	12884008	12884801	-7.75	3.06	10.19	12.87	12.84	10.24	At4g25100_downstream_1k;At4g25100	At4g25100	1454.82	1310.09	-0.15	0.90	56.58	20.69	52.27	27.34	41.46	27.81	58.71	36.33	2.26
AGO1_peak_660	Chr4	12885217	12885858	-2.46	7.12	5.07	11.1	12.44	12.01	At4g25100	At4g25100	1454.82	1310.09	-0.15	0.90	56.58	20.69	52.27	27.34	41.46	27.81	58.71	36.33	2.26
AGO1_peak_661	Chr4	12940823	12941282	-1.94	4.69	3.45	13.83	11.27	13.78	At4g25280_promoter_1k;At4g25290_downstream_1k	At4g25280	15.92	11.51	-0.47	0.54	2.98	1.37	10.64	7.75	11.87	10.57	11.85	11.60	0.62
											At4g25290	13.69	8.44	-0.70	0.16	1.62	0.76	7.48	7.14	10.83	7.59	9.55	6.35	0.82
AGO1_peak_662	Chr4	13120650	13120931	NA	3.29	11.28	10.98	11.12	13.51	At4g25770_promoter_1k;At4g25780_promoter_1k	At4g25770	12.10	9.35	-0.37	0.62	2.19	0.81	9.07	8.45	10.03	7.72	9.81	8.90	1.07
											At4g25780	9.37	1.44	-2.71	0.00	0.43	0.05	16.64	6.98	11.43	5.34	14.62	4.88	3.45
AGO1_peak_663	Chr4	13250147	13250576	-4.06	2.57	7.37	13.55	13.69	8.85	.	NA													
AGO1_peak_664	Chr4	13404013	13404644	-2.72	5.31	5.87	15.89	16.14	13.2	At4g26550;At4g26550_promoter_1k;At4g26555_downstream_1k	At4g26550	11.63	10.96	-0.09	0.95	1.99	0.89	9.61	8.87	15.63	15.27	13.50	12.89	0.46
											At4g26555	52.49	41.89	-0.33	0.63	3.33	0.83	15.68	11.73	25.41	17.71	29.12	19.66	4.69
AGO1_peak_665	Chr4	13674823	13675260	-4.23	13.3	5.53	13.84	14.43	17.13	At4g27310_promoter_1k	At4g27310	25.71	5.74	-2.16	0.00	5.27	1.32	46.27	21.85	12.37	12.44	15.93	17.80	7.22
AGO1_peak_666	Chr4	13725167	13726867	-2.03	6.71	8.21	19.92	18.38	20.78	At4g27435_downstream_1k;At4g27440_promoter_1k;At4g27440	At4g27435	7.04	8.14	0.21	0.88	1.13	0.92	8.89	7.80	5.84	7.31	5.84	7.49	0.41
											At4g27440	735.64	381.03	-0.95	0.06	32.76	5.61	81.58	39.26	37.57	28.50	59.12	43.95	96.02
AGO1_peak_667	Chr4	13888796	13889384	-1.98	3.35	7.76	14.83	8.25	14.35	At4g27890_downstream_1k	At4g27890	0.00	0.00	0.00	1.00	0.11	0.05	4.53	4.67	4.05	3.68	3.19	3.22	83.94
AGO1_peak_668	Chr4	13956668	13957609	-2.99	6.74	1.63	13.3	14.09	13.34	At4g28080	At4g28080	153.60	184.09	0.26	0.77	9.56	2.47	11.81	8.90	38.13	17.66	44.72	16.49	7.60
AGO1_peak_669	Chr4	13985194	13985482	-4.39	5.46	9.02	11.33	9.73	12.45	At4g28190	At4g28190	8.67	3.22	-1.43	0.02	1.03	0.32	11.56	10.04	13.55	9.94	12.50	8.40	0.12
AGO1_peak_670	Chr4	14007291	14007462	-2.8	15.14	4	13.53	12.6	12.33	At4g28260_downstream_1k;At4g28270_downstream_1k	At4g28260	22.45	19.64	-0.19	0.83	6.01	2.20	16.03	12.39	13.54	14.71	16.41	15.38	1.01
											At4g28270	19.57	13.97	-0.49	0.49	1.19	0.34	17.88	8.31	15.80	7.14	22.36	7.87	0.56
AGO1_peak_671	Chr4	14097279	14097517	-9.18	4.31	4.67	10.97	11.77	12.85	.	NA													
AGO1_peak_672	Chr4	14202296	14203136	-1.67	5.86	5.59	25.56	21.94	25.11	.	NA													
AGO1_peak_673	Chr4	14207488	14207761	-7.63	8.51	7.21	14.77	12.04	15.84	At4g28760	At4g28760	22.60	19.88	-0.19	0.87	4.76	2.17	11.63	10.09	21.37	16.97	21.62	16.04	0.67
AGO1_peak_674	Chr4	14692785	14693042	-0.54	0.86	2.27	12.69	5.03	11.9	At4g30060_promoter_1k	At4g30060	7.90	4.10	-0.95	0.09	1.60	0.76	10.16	11.00	9.09	10.02	8.89	9.38	0.50
AGO1_peak_675	Chr4	14733902	14734369	1.45	2.25	8.27	11.05	7.96	8.13	At4g30120_promoter_1k;At4g30130_promoter_1k	At4g30120	0.15	0.00	NA	1.00	0.04	0.02	6.05	6.69	5.09	4.56	4.74	4.26	0.00
											At4g30130	1.59	0.84	-0.91	0.30	2.35	1.28	8.86	8.10	11.17	10.01	11.42	9.62	1.41
AGO1_peak_676	Chr4	14840750	14840977	-4.21	0.3	13.24	13.85	12.11	13.01	At4g30340	At4g30340	13.57	11.58	-0.23	0.81	1.32	0.77	11.18	10.53	11.94	13.63	13.06	14.66	0.50
AGO1_peak_677	Chr4	14943694	14944178	-0.08	3	9.31	10.05	7.79	10.46	At4g30610_promoter_1k	At4g30610	21.29	5.69	-1.90	0.08	2.93	0.70	8.04	7.27	14.75	9.46	13.65	8.50	0.50
AGO1_peak_678	Chr4	14999105	14999467	2.05	3.27	5.34	16.55	12.06	18.06	.	NA													
AGO1_peak_679	Chr4	15111470	15111626	-6.13	6.76	1.29	9.89	11.4	12.17	At4g31030;At4g31040	At4g31030	0.00	0.00	0.00	1.00	4.53	1.85	13.67	9.84	41.57	37.42	26.89	24.60	0.00
											At4g31040	36.26	40.69	0.17	0.86	3.15	1.45	12.83	9.63	17.78	16.08	19.00	16.35	1.47
AGO1_peak_680	Chr4	15113951	15114146	-5.96	8.58	9.19	18.55	12.99	12.44	At4g31040	At4g31040	36.26	40.69	0.17	0.86	3.15	1.45	12.83	9.63	17.78	16.08	19.00	16.35	1.47
AGO1_peak_681	Chr4	15183021	15183354	-0.73	3.42	3.78	11.04	12.95	10.77	At4g31270	At4g31270	5.49	6.04	0.14	0.93	0.87	0.55	8.61	8.40	10.55	11.31	10.52	9.94	0.16
AGO1_peak_682	Chr4	15426710	15427274	-5.75	4.33	6.74	13.36	9.75	13.84	At4g31890	At4g31890	4.25	4.07	-0.06	0.97	0.82	0.78	10.81	10.50	11.23	11.33	11.49	11.44	1.21
AGO1_peak_683	Chr4	15926342	15927045	0.23	14.04	2.73	17.38	13.49	15.15	At4g33010	At4g33010	620.24	525.32	-0.24	0.82	18.30	2.18	21.03	12.86	33.34	11.28	51.31	12.62	2.87
AGO1_peak_684	Chr4	15992364	15992612	-5.1	1.4	3.49	13.15	14.56	15.73	At4g33150_promoter_1k	At4g33150	27.21	92.65	1.77	0.00	2.68	2.25	10.46	8.88	10.95	9.91	14.43	11.65	0.66
AGO1_peak_685	Chr4	16154998	16155176	-7.11	0.49	9.31	16.66	11.5	11.26	At4g33625_promoter_1k;At4g33630_promoter_1k	At4g33625	70.64	22.07	-1.68	0.00	8.04	2.41	13.34	10.37	13.33	11.32	13.78	9.68	1.55
											At4g33630	30.27	35.58	0.23	0.81	3.39	1.22	9.46	8.29	14.42	11.72	16.36	12.36	0.82
AGO1_peak_686	Chr4	16169011	16169467	-1.58	10.91	4.97	20.68	16.9	16.19	At4g33666	At4g33666	99.27	48.74	-1.03	0.29	5.98	0.78	47.83	22.82	31.67	20.55	37.39	20.16	2.28
AGO1_peak_687	Chr4	16295118	16295466	-3.64	2.65	5.91	11.42	9.45	8.48	At4g34000_promoter_1k	At4g34000	15.45	6.84	-1.17	0.01	4.15	2.35	21.42	8.13	12.67	9.96	13.83	10.51	1.18
AGO1_peak_688	Chr4	16364572	16364817	-2.12	5.61	2.72	7.02	7.04	8.18	.	NA													
