Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
gene:AT1G62120	48	65	60	100
gene:AT1G62130	278	176	116	142
gene:AT1G62150	73	90	111	136
gene:AT1G62160	0	0	0	0
gene:AT1G62170	0	0	0	0
gene:AT1G62180	3221	3106	2098	2018
gene:AT1G62190	0	0	0	0
gene:AT1G62200	589	543	384	401
gene:AT1G62210	0	0	0	0
gene:AT1G62220	0	0	0	0
gene:AT1G62225	0	0	0	2
gene:AT1G62250	124	156	159	202
gene:AT1G62240	0	0	0	0
gene:AT1G62260	94	97	72	88
gene:AT1G62262	122	139	34	20
gene:AT1G62270	0	0	0	0
gene:AT1G62280	6	4	4	18
gene:AT1G62290	305	321	198	185
gene:AT1G62300	3127	2149	526	339
gene:AT1G62305	213	178	71	127
gene:AT1G62310	704	641	506	694
gene:AT1G62320	13	17	31	34
gene:AT1G62330	422	488	354	437
gene:AT1G62333	2	0	2	6
gene:AT1G62340	0	0	0	0
gene:AT1G62350	34	31	29	44
gene:AT1G62360	45	30	58	35
gene:AT1G62370	151	149	64	77
gene:AT1G62380	19190	14163	3578	3642
gene:AT1G62390	2524	2229	3104	3111
gene:AT1G62400	58	44	88	98
gene:AT1G62410	1	0	0	0
gene:AT1G62421	0	0	0	0
gene:AT1G62422	562	433	362	228
gene:AT1G62420	115	46	33	10
gene:AT1G62430	585	468	888	874
gene:AT1G62440	300	384	356	301
gene:AT1G62450	0	0	0	0
gene:AT1G62480	1601	2251	2235	3161
gene:AT1G62490	0	0	0	8
gene:AT1G62500	106	150	76	187
gene:AT1G62510	45	55	147	119
gene:AT1G62515	0	0	2	0
gene:AT1G62520	72	92	96	104
gene:AT1G62530	9	2	2	4
gene:AT1G62540	280	243	116	127
gene:AT1G62560	383	509	246	226
gene:AT1G62570	735	627	556	659
gene:AT1G62580	86	116	12	14
gene:AT1G62590	297	309	117	145
gene:AT1G62600	612	533	374	392
gene:AT1G62610	195	269	104	116
gene:AT1G62620	6	8	10	2
gene:AT1G62630	472	496	544	546
gene:AT1G62640	452	613	500	652
gene:AT1G62660	2441	2635	1148	1423
gene:AT1G62670	292	313	93	176
gene:AT1G62680	54	58	54	82
gene:AT1G62690	0	0	3	0
gene:AT1G62700	26	10	26	41
gene:AT1G62710	201	153	61	44
gene:AT1G62720	12	13	12	25
gene:AT1G62730	168	213	123	112
gene:AT1G62740	1211	1032	697	813
gene:AT1G62750	4536	4943	9173	10418
gene:AT1G62760	62	22	30	28
gene:AT1G62770	158	118	304	365
gene:AT1G62780	1257	1403	1192	1577
gene:AT1G62790	1486	1782	242	311
gene:AT1G62800	237	205	138	173
gene:AT1G62810	1668	1360	712	686
gene:AT1G62820	302	262	247	269
gene:AT1G62830	357	322	298	345
gene:AT1G62840	24	8	0	2
gene:AT1G62850	230	320	162	229
gene:AT1G62870	157	119	58	49
gene:AT1G62880	194	165	123	165
gene:AT1G62886	0	0	0	0
gene:AT1G62895	0	0	0	0
gene:AT1G62900	6	0	2	13
gene:AT1G62910	271	218	73	146
gene:AT1G62914	153	147	120	149
gene:AT1G62915	46	28	34	40
gene:AT1G62920	41	44	26	34
gene:AT1G62930	221	210	130	185
gene:AT1G62935	6	2	0	8
gene:AT1G62940	0	2	0	0
gene:AT1G62950	87	102	88	92
gene:AT1G62960	437	356	411	402
gene:AT1G62970	315	269	278	318
gene:AT1G62975	50	44	84	106
gene:AT1G62978	0	0	0	0
gene:AT1G62980	9	10	69	104
gene:AT1G62981	12	21	17	34
gene:AT1G62990	87	59	80	125
gene:AT1G63000	1874	1799	1184	1486
gene:AT1G63010	1316	1069	667	911
gene:AT1G63020	151	129	70	98
gene:AT1G63030	0	0	0	0
gene:AT1G63050	380	401	247	258
gene:AT1G63055	0	0	0	0
gene:AT1G63057	24	9	6	11
gene:AT1G63060	0	0	0	0
gene:AT1G63070	10	16	14	8
gene:AT1G63080	82	127	94	124
gene:AT1G63090	421	417	391	472
gene:AT1G63100	311	317	129	214
gene:AT1G63105	0	2	0	0
gene:AT1G63110	547	577	440	486
gene:AT1G63120	245	193	346	367
gene:AT1G63130	824	649	390	502
gene:AT1G63140	0	0	0	3
gene:AT1G63150	265	247	84	136
gene:AT1G63160	151	149	119	102
gene:AT1G63170	531	605	520	598
gene:AT1G63180	220	246	572	422
gene:AT1G63190	0	0	0	0
gene:AT1G63200	0	0	0	0
gene:AT1G63205	0	1	0	0
gene:AT1G63206	0	0	0	0
gene:AT1G63210	2	9	3	5
gene:AT1G63220	153	197	86	150
gene:AT1G63230	30	17	22	31
gene:AT1G63240	232	263	252	386
gene:AT1G63245	40	34	12	4
gene:AT1G63250	124	122	60	135
gene:AT1G63260	168	187	168	470
gene:AT1G63270	219	229	199	237
gene:AT1G63280	0	0	0	0
gene:AT1G63290	668	593	285	496
gene:AT1G63295	42	41	43	71
gene:AT1G63300	258	191	158	225
gene:AT1G63310	111	122	96	143
gene:AT1G63320	4	2	3	2
gene:AT1G63330	103	118	40	53
gene:AT1G63340	2	4	1	1
gene:AT1G63350	227	174	102	117
gene:AT1G63360	631	601	1088	785
gene:AT1G63370	30	59	20	24
gene:AT1G63380	31	35	9	25
gene:AT1G63390	15	35	19	20
gene:AT1G63400	164	173	80	130
gene:AT1G63410	50	55	4	16
gene:AT1G63420	385	291	171	238
gene:AT1G63430	544	509	475	572
gene:AT1G63440	298	270	125	157
gene:AT1G63450	6	5	28	38
gene:AT1G63460	680	641	193	295
gene:AT1G63470	307	291	314	304
gene:AT1G63480	243	219	206	217
gene:AT1G63490	547	435	343	459
gene:AT1G63500	785	603	868	1059
gene:AT1G63520	8	14	10	18
gene:AT1G63522	0	3	0	0
gene:AT1G63530	104	99	9	34
gene:AT1G63535	0	0	0	0
gene:AT1G63540	4	1	0	0
gene:AT1G63550	0	0	0	0
gene:AT1G63570	0	0	0	2
gene:AT1G63580	0	0	1	2
gene:AT1G63590	0	0	0	0
gene:AT1G63600	1	0	0	4
gene:AT1G63610	601	676	574	570
gene:AT1G63615	0	0	0	0
gene:AT1G63630	0	0	0	0
gene:AT1G63640	555	505	328	507
gene:AT1G63650	47	73	39	63
gene:AT1G63660	911	796	838	889
gene:AT1G63670	429	448	346	316
gene:AT1G63680	814	1004	890	1031
gene:AT1G63690	1059	1092	1295	1231
gene:AT1G63700	978	882	860	837
gene:AT1G63710	2	10	12	42
gene:AT1G63720	515	411	149	101
gene:AT1G63730	129	130	123	112
gene:AT1G63740	393	334	320	386
gene:AT1G63750	835	705	492	194
gene:AT1G63770	6409	5589	4931	5256
gene:AT1G63780	453	436	329	395
gene:AT1G63800	442	477	641	536
gene:AT1G63810	534	490	369	516
gene:AT1G63820	12	6	6	4
gene:AT1G63830	534	543	590	500
gene:AT1G63840	730	721	250	207
gene:AT1G63850	376	399	322	344
gene:AT1G63855	54	70	43	44
gene:AT1G63860	463	385	349	291
gene:AT1G63870	0	6	4	0
gene:AT1G63880	2286	2249	1056	1336
gene:AT1G63900	398	444	311	386
gene:AT1G63910	10	7	8	3
gene:AT1G63930	16	20	26	32
gene:AT1G63940	2700	2781	1306	1642
gene:AT1G63950	0	0	0	0
gene:AT1G63960	0	0	2	0
gene:AT1G63970	924	1267	1033	1059
gene:AT1G63980	2002	1835	1557	1876
gene:AT1G63990	1	0	4	5
gene:AT1G64000	8	11	14	14
gene:AT1G64010	1	6	16	6
gene:AT1G64020	3	2	2	0
gene:AT1G64030	0	0	0	0
gene:AT1G64040	1261	1156	1196	1164
gene:AT1G64050	757	571	639	758
gene:AT1G64060	1557	919	347	554
gene:AT1G64065	153	99	98	30
gene:AT1G64070	3	4	0	0
gene:AT1G64080	172	156	91	84
gene:AT1G64090	1423	1459	993	1086
gene:AT1G64100	6	18	0	8
gene:AT1G64105	2	0	0	0
gene:AT1G64107	2	0	0	0
gene:AT1G64110	161	148	255	331
gene:AT1G64130	0	0	0	0
gene:AT1G64140	2534	2236	1445	1763
gene:AT1G64150	324	352	451	439
gene:AT1G64160	14	10	0	2
gene:AT1G64170	550	600	183	202
gene:AT1G64180	200	140	132	151
gene:AT1G64185	32	37	20	24
gene:AT1G64190	1863	1846	1349	1581
gene:AT1G64195	0	2	0	0
gene:AT1G64200	186	252	395	349
gene:AT1G64210	24	14	25	14
gene:AT1G64220	32	36	26	39
gene:AT1G64230	3466	3400	3632	4005
gene:AT1G64235	0	1	0	0
gene:AT1G64253	7	18	5	6
gene:AT1G64255	0	0	0	0
gene:AT1G64260	14	34	6	18
gene:AT1G64280	951	830	641	846
gene:AT1G64290	0	0	0	0
gene:AT1G64295	0	0	4	0
gene:AT1G64300	93	90	50	78
gene:AT1G64310	10	6	6	4
gene:AT1G64320	34	21	9	34
gene:AT1G64330	592	628	599	1102
gene:AT1G64340	0	1	1	0
gene:AT1G64350	331	325	258	271
gene:AT1G64355	347	330	537	506
gene:AT1G64360	5	14	49	71
gene:AT1G64370	1379	1189	2133	2366
gene:AT1G64380	42	74	148	26
gene:AT1G64385	568	598	516	500
gene:AT1G64390	2052	1914	912	1051
gene:AT1G64400	1311	1202	176	187
gene:AT1G64405	53	80	20	33
gene:AT1G64430	739	880	1016	1041
gene:AT1G64440	334	325	216	199
gene:AT1G64450	66	64	33	53
gene:AT1G64455	0	0	0	0
gene:AT1G64460	305	315	241	233
gene:AT1G64480	3	4	6	7
gene:AT1G64490	169	206	82	103
gene:AT1G64500	593	468	244	248
gene:AT1G64510	2396	2841	3708	4178
gene:AT1G64520	1187	1336	1027	989
gene:AT1G64530	267	335	178	355
gene:AT1G64540	0	0	0	2
gene:AT1G64550	1450	1371	1165	1425
gene:AT1G64561	38	47	31	43
gene:AT1G64570	730	555	422	739
gene:AT1G64580	173	153	114	190
gene:AT1G64583	34	40	26	38
gene:AT1G64584	0	0	0	0
gene:AT1G64585	0	0	0	0
gene:AT1G64590	22	31	225	218
gene:AT1G64600	144	144	108	138
gene:AT1G64610	469	368	184	172
gene:AT1G64620	91	70	143	165
gene:AT1G64625	96	61	29	37
gene:AT1G64630	384	370	354	372
gene:AT1G64633	0	0	0	0
gene:AT1G64640	99	125	200	318
gene:AT1G64650	1152	1176	744	1039
gene:AT1G64660	671	465	1145	659
gene:AT1G64670	246	286	211	284
gene:AT1G64680	1066	1106	1818	1868
gene:AT1G64690	71	72	83	93
gene:AT1G64700	76	43	24	38
gene:AT1G64710	234	225	681	460
gene:AT1G64720	7198	7645	10860	12129
gene:AT1G64740	614	611	595	681
gene:AT1G64750	1025	1056	748	796
gene:AT1G64760	230	229	318	357
gene:AT1G64770	1134	1401	1694	1933
gene:AT1G64780	88	103	401	483
gene:AT1G64790	2413	2224	2178	2523
gene:AT1G64795	0	0	0	0
gene:AT1G64800	0	0	0	0
gene:AT1G64810	640	714	676	643
gene:AT1G64820	4	0	10	4
gene:AT1G64830	0	0	0	0
gene:AT1G64840	179	194	223	182
gene:AT1G64850	558	671	437	435
gene:AT1G64860	1427	1366	1031	1060
gene:AT1G64870	2	0	0	0
gene:AT1G64880	1370	1246	758	1063
gene:AT1G64890	133	114	156	155
gene:AT1G64900	2277	2441	1010	547
gene:AT1G64910	6	20	2	8
gene:AT1G64920	24	39	20	54
gene:AT1G64930	0	7	2	7
gene:AT1G64940	209	151	48	48
gene:AT1G64950	2867	2607	892	644
gene:AT1G64960	375	339	314	357
gene:AT1G64970	483	310	187	176
gene:AT1G64980	474	431	347	532
gene:AT1G64990	598	513	414	511
gene:AT1G65000	138	104	109	122
gene:AT1G65010	1431	1336	1415	2203
gene:AT1G65020	376	417	236	292
gene:AT1G65030	263	286	257	250
gene:AT1G65032	72	97	109	130
gene:AT1G65040	1098	892	362	491
gene:AT1G65050	0	1	0	0
gene:AT1G65060	143	119	135	184
gene:AT1G65070	664	685	598	650
gene:AT1G65080	71	95	68	78
gene:AT1G65090	5	0	2	2
gene:AT1G65110	8	8	9	20
gene:AT1G65113	0	0	0	0
gene:AT1G65120	46	53	43	58
gene:AT1G65130	12	4	15	4
gene:AT1G65140	0	0	0	0
gene:AT1G65150	52	66	48	70
gene:AT1G65160	0	0	0	0
gene:AT1G65165	0	0	0	0
gene:AT1G65170	0	0	0	0
gene:AT1G65180	16	24	30	38
gene:AT1G65190	1572	1581	1188	1419
gene:AT1G65200	5	2	4	6
gene:AT1G65210	0	0	0	0
gene:AT1G65220	1332	1323	1391	1596
gene:AT1G65230	685	775	1202	1320
gene:AT1G65240	84	47	15	16
gene:AT1G65250	179	140	40	60
gene:AT1G65260	1912	2220	2835	3260
gene:AT1G65270	848	906	606	713
gene:AT1G65280	865	920	636	834
gene:AT1G65290	1962	2127	1134	1343
gene:AT1G65295	140	158	225	293
gene:AT1G65300	0	0	2	0
gene:AT1G65310	19	30	62	144
gene:AT1G65320	468	452	603	577
gene:AT1G65330	2	0	4	6
gene:AT1G65340	0	0	0	0
gene:AT1G65342	0	0	0	0
gene:AT1G65350	43	37	12	15
gene:AT1G65346	0	0	0	0
gene:AT1G65349	0	0	0	0
gene:AT1G65352	0	0	0	0
gene:AT1G65360	0	4	0	0
gene:AT1G65370	300	305	184	269
gene:AT1G65380	251	268	175	179
gene:AT1G65390	14	9	24	15
gene:AT1G65410	675	648	385	538
gene:AT1G65420	79	82	121	136
gene:AT1G65425	0	0	0	0
gene:AT1G65430	726	728	433	470
gene:AT1G65440	3601	3095	2426	2888
gene:AT1G65450	10	13	53	73
gene:AT1G65470	301	323	120	165
gene:AT1G65480	2	4	10	10
gene:AT1G65481	131	96	0	5
gene:AT1G65483	14	0	0	0
gene:AT1G65484	28	32	3	0
gene:AT1G65486	390	411	35	57
gene:AT1G65490	548	489	90	156
gene:AT1G65500	5775	4652	8	12
gene:AT1G65510	565	453	111	89
gene:AT1G65520	355	344	208	259
gene:AT1G65540	1625	1522	657	861
gene:AT1G65541	0	0	0	0
gene:AT1G65550	2	5	1	2
gene:AT1G65560	121	130	139	119
gene:AT1G65570	4	0	4	35
gene:AT1G65580	1408	1285	1251	972
gene:AT1G65590	247	240	427	556
gene:AT1G65610	574	295	81	109
gene:AT1G65620	8	14	24	26
gene:AT1G65630	0	0	0	0
gene:AT1G65640	0	0	0	0
gene:AT1G65650	600	571	528	578
gene:AT1G65660	998	884	868	955
gene:AT1G65670	6	0	0	10
gene:AT1G65680	8	2	0	4
gene:AT1G65681	0	0	0	0
gene:AT1G65690	1504	908	90	130
gene:AT1G65700	192	241	178	183
gene:AT1G65710	72	84	72	93
gene:AT1G65720	2938	3106	2185	2309
gene:AT1G65730	201	140	27	26
gene:AT1G65735	0	0	0	0
gene:AT1G65740	0	0	0	0
gene:AT1G65760	2	0	0	0
gene:AT1G65770	0	0	0	0
gene:AT1G65780	0	0	0	0
gene:AT1G65790	419	386	54	100
gene:AT1G65800	2473	2012	654	1079
gene:AT1G65810	6	2	0	4
gene:AT1G65820	3133	2907	1196	1272
gene:AT1G65840	1522	1738	562	774
gene:AT1G65845	1404	1346	146	100
gene:AT1G65850	13	9	6	21
gene:AT1G65860	398	481	234	195
gene:AT1G65870	19	14	14	4
gene:AT1G65880	0	0	0	2
gene:AT1G65890	2	0	6	0
gene:AT1G65900	136	214	84	122
gene:AT1G65910	38	31	37	29
gene:AT1G65920	351	295	144	154
gene:AT1G65930	11321	11367	10018	11049
gene:AT1G65950	252	224	133	174
gene:AT1G65960	5170	4813	4284	4693
gene:AT1G65970	443	229	280	233
gene:AT1G65980	4587	5078	2233	2399
gene:AT1G65985	147	167	120	139
gene:AT1G65990	0	0	1	0
gene:AT1G66000	0	0	0	0
gene:AT1G66020	16	7	8	9
gene:AT1G66030	0	0	4	0
gene:AT1G66040	67	46	45	42
gene:AT1G66045	0	0	0	0
gene:AT1G66050	70	54	46	53
gene:AT1G66060	2	0	56	16
gene:AT1G66070	648	697	390	366
gene:AT1G66080	156	153	112	61
gene:AT1G66090	643	469	185	44
gene:AT1G66100	6	0	629	585
gene:AT1G66110	4	6	8	2
gene:AT1G66120	2	0	0	0
gene:AT1G66130	200	277	410	341
gene:AT1G66140	284	249	274	354
gene:AT1G66145	0	0	0	0
gene:AT1G66150	1425	1327	3392	4488
gene:AT1G66160	626	436	370	308
gene:AT1G66170	2	6	2	2
gene:AT1G66180	1161	1055	1936	1886
gene:AT1G66190	68	38	133	172
gene:AT1G66200	8085	7652	5452	5506
gene:AT1G66210	2	2	0	0
gene:AT1G66220	1	0	0	4
gene:AT1G66230	178	110	180	159
gene:AT1G66235	0	0	0	0
gene:AT1G66240	2227	2208	1263	1404
gene:AT1G66245	0	0	0	0
gene:AT1G66250	258	243	150	201
gene:AT1G66260	2274	2006	1915	2226
gene:AT1G66270	2077	2160	1641	2301
gene:AT1G66280	2353	2504	676	1512
gene:AT1G66290	0	0	0	0
gene:AT1G66300	0	0	0	0
gene:AT1G66310	0	0	0	0
gene:AT1G66320	1	0	0	0
gene:AT1G66330	447	378	333	372
gene:AT1G66340	732	644	536	573
gene:AT1G66345	132	108	80	79
gene:AT1G66350	124	159	157	112
gene:AT1G66360	2	0	0	0
gene:AT1G66370	2	6	4	0
gene:AT1G66380	10	2	0	0
gene:AT1G66390	61	22	0	0
gene:AT1G66400	162	148	70	82
gene:AT1G66410	3408	3374	1996	2157
gene:AT1G66420	0	2	4	0
gene:AT1G66430	942	1105	760	808
gene:AT1G66440	8	20	16	6
gene:AT1G66450	4	4	18	20
gene:AT1G66465	206	133	0	2
gene:AT1G66460	0	0	5	3
gene:AT1G66470	17	17	26	22
gene:AT1G66480	366	287	124	155
gene:AT1G66490	0	0	0	0
gene:AT1G66500	121	108	77	80
gene:AT1G66510	120	160	108	112
gene:AT1G66520	56	67	59	73
gene:AT1G66530	434	404	310	395
gene:AT1G66540	61	66	18	36
gene:AT1G66550	0	0	0	0
gene:AT1G66560	0	0	0	0
gene:AT1G66570	8	2	128	170
gene:AT1G66580	4688	4185	5125	4771
gene:AT1G66590	328	304	120	174
gene:AT1G66600	20	14	4	9
gene:AT1G66610	0	0	0	0
gene:AT1G66620	130	127	41	62
gene:AT1G66630	0	0	0	0
gene:AT1G66640	0	0	0	0
gene:AT1G66650	4	18	12	5
gene:AT1G66660	126	116	190	151
gene:AT1G66670	2076	2075	1759	1786
gene:AT1G66680	919	925	509	599
gene:AT1G66690	17	11	18	6
gene:AT1G66700	1256	697	0	13
gene:AT1G66720	0	0	0	0
gene:AT1G66730	339	282	398	488
gene:AT1G66740	259	249	287	229
gene:AT1G66750	213	271	149	232
gene:AT1G66760	1208	949	1488	1092
gene:AT1G66770	0	0	0	0
gene:AT1G66780	27	15	0	0
gene:AT1G66800	34	64	57	108
gene:AT1G66810	22	29	29	34
gene:AT1G66820	0	0	0	0
gene:AT1G66830	87	45	8	11
gene:AT1G66840	419	376	271	318
gene:AT1G66850	0	0	0	0
gene:AT1G66852	0	0	0	0
gene:AT1G66855	0	0	0	0
gene:AT1G66860	0	4	51	46
gene:AT1G66870	2	2	0	2
gene:AT1G66880	2738	1917	297	407
gene:AT1G66890	225	195	170	215
gene:AT1G66900	297	282	206	241
gene:AT1G66910	798	652	379	397
gene:AT1G66920	1581	1210	117	158
gene:AT1G66930	12	17	7	28
gene:AT1G66940	164	218	288	510
gene:AT1G66950	12	14	38	29
gene:AT1G66960	223	126	2	13
gene:AT1G66970	5066	4665	3535	5354
gene:AT1G66980	2176	2039	895	1194
gene:AT1G67000	65	30	0	8
gene:AT1G67020	16	24	4	6
gene:AT1G67025	0	3	0	0
gene:AT1G67030	329	296	186	178
gene:AT1G67035	14	22	12	23
gene:AT1G67040	195	168	150	180
gene:AT1G67050	86	76	210	248
gene:AT1G67060	240	237	201	215
gene:AT1G67070	85	44	89	90
gene:AT1G67080	305	355	320	298
gene:AT1G67090	133924	174165	170665	181298
gene:AT1G67100	2	2	4	6
gene:AT1G67110	473	408	45	65
gene:AT1G67120	1341	1053	1227	1355
gene:AT1G67130	0	0	0	0
gene:AT1G67140	1042	1097	711	949
gene:AT1G67148	46	42	4	12
gene:AT1G67150	15	20	4	8
gene:AT1G67160	0	2	0	0
gene:AT1G67170	294	293	199	251
gene:AT1G67180	77	41	29	43
gene:AT1G67190	201	240	237	178
gene:AT1G67210	107	98	55	96
gene:AT1G67220	2	0	0	0
gene:AT1G67230	1839	1803	2264	3399
gene:AT1G67235	0	0	0	0
gene:AT1G67250	539	601	342	398
gene:AT1G67260	4	0	5	6
gene:AT1G67265	6	17	26	32
gene:AT1G67270	2	4	0	0
gene:AT1G67280	2511	2813	3131	3323
gene:AT1G67290	2	0	0	0
gene:AT1G67300	585	615	410	476
gene:AT1G67310	1372	1229	885	962
gene:AT1G67320	198	188	102	109
gene:AT1G67325	501	426	398	447
gene:AT1G67330	230	250	266	302
gene:AT1G67340	282	218	335	370
gene:AT1G67350	1488	1365	743	796
gene:AT1G67360	1133	958	188	243
gene:AT1G67370	76	67	40	49
gene:AT1G67390	2	2	0	0
gene:AT1G67400	43	46	79	57
gene:AT1G67410	243	199	106	186
gene:AT1G67420	120	154	91	104
gene:AT1G67430	4351	4897	3305	4031
gene:AT1G67440	208	221	245	249
gene:AT1G67450	0	0	0	0
gene:AT1G67455	0	0	0	0
gene:AT1G67460	10	3	4	7
gene:AT1G67470	399	347	157	132
gene:AT1G67480	1236	1119	1166	1648
gene:AT1G67490	689	587	386	471
gene:AT1G67500	605	530	348	364
gene:AT1G67510	172	229	160	211
gene:AT1G67520	604	433	31	32
gene:AT1G67530	449	338	439	388
gene:AT1G67540	0	0	0	0
gene:AT1G67550	773	752	366	496
gene:AT1G67560	811	657	692	1176
gene:AT1G67570	149	85	66	68
gene:AT1G67580	1042	879	1109	1217
gene:AT1G67590	148	188	349	457
gene:AT1G67600	269	288	52	24
gene:AT1G67620	144	216	104	114
gene:AT1G67623	0	0	0	0
gene:AT1G67630	231	175	111	120
gene:AT1G67635	0	0	2	2
gene:AT1G67640	2	6	0	0
gene:AT1G67650	94	66	39	47
gene:AT1G67660	361	407	508	512
gene:AT1G67670	0	0	0	0
gene:AT1G67680	1809	1666	1061	1254
gene:AT1G67690	132	165	113	124
gene:AT1G67700	1777	2116	3271	3415
gene:AT1G67710	46	44	133	173
gene:AT1G67720	557	496	369	482
gene:AT1G67730	1163	1262	1195	1254
gene:AT1G67740	6571	8584	8231	7608
gene:AT1G67750	191	252	322	371
gene:AT1G67760	10	51	16	12
gene:AT1G67770	4	8	0	0
gene:AT1G67775	2	0	0	0
gene:AT1G67780	53	30	21	29
gene:AT1G67785	1111	1142	605	737
gene:AT1G67790	161	178	157	242
gene:AT1G67800	429	343	213	258
gene:AT1G67810	628	514	190	132
gene:AT1G67820	138	145	45	41
gene:AT1G67830	354	449	388	449
gene:AT1G67840	833	799	942	944
gene:AT1G67850	386	400	96	145
gene:AT1G67855	2	0	1	0
gene:AT1G67856	6	5	8	12
gene:AT1G67860	433	625	334	356
gene:AT1G67865	929	1006	1198	1786
gene:AT1G67870	620	565	1963	1971
gene:AT1G67880	246	298	227	232
gene:AT1G67890	533	544	455	580
gene:AT1G67900	316	389	827	1074
gene:AT1G67910	90	128	222	301
gene:AT1G67920	334	288	111	46
gene:AT1G67930	1003	1043	597	761
gene:AT1G67940	314	315	100	174
gene:AT1G67950	305	318	184	209
gene:AT1G67960	347	288	197	256
gene:AT1G67970	734	647	342	260
gene:AT1G67980	534	281	12	25
gene:AT1G67990	0	0	0	0
gene:AT1G68000	422	452	419	370
gene:AT1G68010	4965	5569	11561	12057
gene:AT1G68020	528	438	1517	1594
gene:AT1G68030	37	24	13	22
gene:AT1G68040	81	120	6	7
gene:AT1G68050	697	661	427	335
gene:AT1G68060	1274	1209	968	1302
gene:AT1G68070	424	404	417	434
gene:AT1G68080	72	99	117	126
gene:AT1G68090	0	0	0	0
gene:AT1G68100	503	525	345	462
gene:AT1G68110	28	30	61	97
gene:AT1G68120	20	10	12	15
gene:AT1G68130	331	307	252	250
gene:AT1G68140	960	791	1070	1062
gene:AT1G68150	28	38	52	81
gene:AT1G68160	258	228	173	207
gene:AT1G68170	0	5	0	4
gene:AT1G68180	10	10	0	16
gene:AT1G68185	146	189	125	132
gene:AT1G68190	109	109	437	541
gene:AT1G68200	20	12	2	12
gene:AT1G68210	0	0	0	0
gene:AT1G68220	386	411	310	362
gene:AT1G68230	78	74	65	138
gene:AT1G68238	57	93	84	112
gene:AT1G68240	16	0	6	15
gene:AT1G68250	10	2	2	4
gene:AT1G68260	138	199	178	171
gene:AT1G68270	0	0	0	0
gene:AT1G68280	4	5	2	2
gene:AT1G68290	88	81	14	33
gene:AT1G68300	484	538	297	340
gene:AT1G68310	361	313	226	335
gene:AT1G68320	69	33	33	37
gene:AT1G68325	0	0	0	0
gene:AT1G68330	32	46	103	83
gene:AT1G68340	164	121	82	85
gene:AT1G68350	0	10	4	6
gene:AT1G68360	49	44	40	26
gene:AT1G68370	746	680	598	641
gene:AT1G68380	0	2	0	1
gene:AT1G68390	26	22	16	22
gene:AT1G68400	185	184	665	775
gene:AT1G68410	591	540	600	684
gene:AT1G68420	0	0	0	0
gene:AT1G68430	34	20	22	38
gene:AT1G68440	1265	1028	2909	2131
gene:AT1G68450	9	3	10	14
gene:AT1G68460	20	46	8	15
gene:AT1G68470	128	87	32	48
gene:AT1G68480	0	1	8	9
gene:AT1G68490	1142	1105	706	802
gene:AT1G68500	28	16	62	43
gene:AT1G68510	2	0	0	0
gene:AT1G68520	3272	2907	6892	5691
gene:AT1G68526	1	0	2	0
gene:AT1G68530	5603	6505	3369	2493
gene:AT1G68540	62	94	112	118
gene:AT1G68550	353	454	294	432
gene:AT1G68560	11964	11784	5367	5273
gene:AT1G68570	2042	2108	624	505
gene:AT1G68580	925	885	1733	1355
gene:AT1G68585	98	92	82	153
gene:AT1G68590	2918	3487	3071	3816
gene:AT1G68600	94	104	48	73
gene:AT1G68610	0	0	0	0
gene:AT1G68620	952	332	51	56
gene:AT1G68630	6	2	0	0
gene:AT1G68640	60	46	31	31
gene:AT1G68650	203	206	75	58
gene:AT1G68660	983	1022	906	1151
gene:AT1G68670	1701	1603	1854	908
gene:AT1G68680	336	268	209	209
gene:AT1G68690	582	463	201	154
gene:AT1G68700	6	6	7	1
gene:AT1G68710	532	486	358	423
gene:AT1G68720	1109	1226	951	1162
gene:AT1G68723	0	0	0	3
gene:AT1G68725	18	9	12	22
gene:AT1G68730	246	226	137	129
gene:AT1G68740	971	845	257	130
gene:AT1G68750	0	0	2	2
gene:AT1G68760	249	283	128	168
gene:AT1G68765	32	28	2	6
gene:AT1G68780	138	139	211	236
gene:AT1G68790	1521	1398	683	1050
gene:AT1G68795	38	56	22	16
gene:AT1G68800	12	11	2	2
gene:AT1G68810	250	226	340	549
gene:AT1G68820	565	421	302	266
gene:AT1G68825	22	12	15	31
gene:AT1G68830	1023	1128	1067	1148
gene:AT1G68840	1313	817	907	790
gene:AT1G68845	0	0	4	4
gene:AT1G68850	75	101	53	144
gene:AT1G68862	97	122	60	82
gene:AT1G68870	90	112	65	72
gene:AT1G68875	0	0	0	0
gene:AT1G68877	0	0	0	1
gene:AT1G68880	133	168	34	23
gene:AT1G68890	1112	1174	1100	1417
gene:AT1G68905	0	0	0	0
gene:AT1G68907	0	0	0	0
gene:AT1G68910	543	503	408	504
gene:AT1G68920	574	512	433	665
gene:AT1G68930	52	73	63	54
gene:AT1G68940	92	105	112	166
gene:AT1G68935	0	0	0	0
gene:AT1G68937	3	2	0	0
gene:AT1G68945	98	192	182	222
gene:AT1G68960	0	0	2	0
gene:AT1G68980	193	180	189	192
gene:AT1G68990	534	488	553	716
gene:AT1G69010	284	315	354	363
gene:AT1G69020	97	84	67	93
gene:AT1G69030	308	330	154	268
gene:AT1G69040	376	371	551	737
gene:AT1G69050	28	19	16	16
gene:AT1G69060	360	298	261	220
gene:AT1G69070	721	647	506	642
gene:AT1G69080	17	4	38	53
