Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT1G25141	5	22	6	11
gene:AT1G25145	117	163	98	139
gene:AT1G25150	435	424	424	465
gene:AT1G25155	15	19	31	25
gene:AT1G25180	30	38	28	16
gene:AT1G25210	150	151	119	147
gene:AT1G25211	429	425	441	540
gene:AT1G25220	259	390	313	322
gene:AT1G25230	426	509	555	880
gene:AT1G25240	8	4	2	0
gene:AT1G25250	68	85	26	38
gene:AT1G25260	858	927	916	1119
gene:AT1G25270	0	0	0	0
gene:AT1G25275	1303	1605	1754	1484
gene:AT1G25277	27	70	50	39
gene:AT1G25280	865	973	826	1036
gene:AT1G25290	183	252	226	258
gene:AT1G25300	0	0	0	0
gene:AT1G25310	0	0	0	0
gene:AT1G25320	188	221	239	319
gene:AT1G25330	0	0	0	0
gene:AT1G25340	0	0	0	0
gene:AT1G25350	1101	1359	1169	1233
gene:AT1G25360	50	52	48	62
gene:AT1G25370	72	82	64	94
gene:AT1G25375	161	192	131	160
gene:AT1G25380	300	407	352	348
gene:AT1G25390	677	701	493	486
gene:AT1G25400	2796	2861	1563	527
gene:AT1G25410	0	0	0	0
gene:AT1G25420	294	350	319	368
gene:AT1G25422	18	8	26	8
gene:AT1G25425	51	59	62	66
gene:AT1G25440	1506	1754	1183	1685
gene:AT1G25450	747	843	784	1122
gene:AT1G25460	19	12	13	9
gene:AT1G25470	182	223	267	261
gene:AT1G25480	145	201	120	123
gene:AT1G25490	1424	1683	1556	1840
gene:AT1G25500	133	146	145	119
gene:AT1G25510	86	132	125	188
gene:AT1G25520	204	249	199	247
gene:AT1G25530	139	168	173	168
gene:AT1G25540	549	687	570	626
gene:AT1G25550	4067	4605	2780	1965
gene:AT1G25560	3960	4193	1631	1339
gene:AT1G25570	521	672	594	778
gene:AT1G25580	228	297	244	349
gene:AT1G25682	400	453	384	444
gene:AT1G25988	18	24	17	23
gene:AT1G26090	166	196	159	198
gene:AT1G26100	53	55	78	71
gene:AT1G26110	3314	3733	3403	3773
gene:AT1G26120	299	359	322	407
gene:AT1G26130	162	222	243	260
gene:AT1G26140	2	3	2	0
gene:AT1G26150	1079	1247	948	1072
gene:AT1G26160	322	412	377	447
gene:AT1G26170	400	466	490	476
gene:AT1G26180	309	409	337	456
gene:AT1G26190	184	306	136	248
gene:AT1G26200	6	6	2	2
gene:AT1G26210	225	228	229	501
gene:AT1G26220	253	349	324	404
gene:AT1G26230	567	736	342	475
gene:AT1G26225	0	0	0	0
gene:AT1G26240	0	0	0	0
gene:AT1G26250	0	0	0	0
gene:AT1G26255	0	0	0	0
gene:AT1G26260	75	68	54	79
gene:AT1G26270	2296	2397	2313	2393
gene:AT1G26300	156	235	181	264
gene:AT1G26290	0	0	0	0
gene:AT1G26310	7	2	0	1
gene:AT1G26320	0	0	0	0
gene:AT1G26330	24	47	53	60
gene:AT1G26340	134	135	143	193
gene:AT1G26350	0	0	0	2
gene:AT1G26355	0	0	0	0
gene:AT1G26360	12	9	4	7
gene:AT1G26370	419	452	399	480
gene:AT1G26380	8	12	24	18
gene:AT1G26390	0	2	2	46
gene:AT1G26400	0	0	0	0
gene:AT1G26410	0	2	2	8
gene:AT1G26420	10	8	17	24
gene:AT1G26440	305	414	313	397
gene:AT1G26450	124	109	143	159
gene:AT1G26460	594	743	617	780
gene:AT1G26470	184	233	175	201
gene:AT1G26480	2	0	0	1
gene:AT1G26500	31	66	41	65
gene:AT1G26510	1	1	0	2
gene:AT1G26515	0	0	0	0
gene:AT1G26520	88	115	105	107
gene:AT1G26530	5	5	12	17
gene:AT1G26540	42	54	47	109
gene:AT1G26550	847	941	790	864
gene:AT1G26560	224	199	170	236
gene:AT1G26570	121	179	165	161
gene:AT1G26580	1721	1827	1639	2294
gene:AT1G26590	18	4	0	15
gene:AT1G26600	40	58	28	36
gene:AT1G26610	10	18	12	17
gene:AT1G26620	285	374	289	412
gene:AT1G26630	6790	7511	7359	7560
gene:AT1G26640	249	278	213	237
gene:AT1G26650	314	350	308	381
gene:AT1G26660	109	126	104	125
gene:AT1G26665	684	600	660	674
gene:AT1G26670	798	908	877	1045
gene:AT1G26680	25	31	27	48
gene:AT1G26690	166	193	189	257
gene:AT1G26700	6	6	6	5
gene:AT1G26710	0	0	0	0
gene:AT1G26720	2	0	3	6
gene:AT1G26730	55	119	85	116
gene:AT1G26740	153	161	154	189
gene:AT1G26750	250	344	233	281
gene:AT1G26760	49	85	66	44
gene:AT1G26761	261	213	180	261
gene:AT1G26762	0	4	4	2
gene:AT1G26770	723	971	820	417
gene:AT1G26773	0	0	0	0
gene:AT1G26780	6	6	20	11
gene:AT1G26790	16	22	8	33
gene:AT1G26795	0	0	0	0
gene:AT1G26796	0	0	0	0
gene:AT1G26797	0	0	0	0
gene:AT1G26798	0	0	0	0
gene:AT1G26799	0	0	0	0
gene:AT1G26800	701	644	476	202
gene:AT1G26810	100	144	126	133
gene:AT1G26815	0	0	0	0
gene:AT1G26820	98	153	103	144
gene:AT1G26830	1429	1622	1515	1683
gene:AT1G26840	30	39	11	23
gene:AT1G26850	3137	3598	3280	4041
gene:AT1G26870	8	10	1	3
gene:AT1G26880	1190	1296	1195	1338
gene:AT1G26890	4	4	2	10
gene:AT1G26900	89	100	76	120
gene:AT1G26910	148	188	173	191
gene:AT1G26920	677	854	674	706
gene:AT1G26921	0	0	0	0
gene:AT1G26930	242	335	327	329
gene:AT1G26940	88	122	78	183
gene:AT1G26945	93	100	127	110
gene:AT1G26960	95	93	130	161
gene:AT1G26970	22	23	21	10
gene:AT1G26976	0	0	0	0
gene:AT1G27000	735	980	935	1101
gene:AT1G27008	2	4	0	0
gene:AT1G27020	363	498	514	592
gene:AT1G27030	428	462	365	495
gene:AT1G27040	2	5	0	0
gene:AT1G27045	8	0	2	2
gene:AT1G27050	194	181	209	236
gene:AT1G27060	76	96	47	75
gene:AT1G27070	247	322	235	296
gene:AT1G27080	12	21	6	0
gene:AT1G27090	2312	2759	2654	2642
gene:AT1G27100	2739	2939	2611	1840
gene:AT1G27110	15	16	14	26
gene:AT1G27120	147	180	136	175
gene:AT1G27130	1014	1395	1210	1012
gene:AT1G27135	1	0	0	0
gene:AT1G27140	18	16	13	18
gene:AT1G27150	313	413	371	388
gene:AT1G27160	2	2	1	1
gene:AT1G27170	162	256	145	231
gene:AT1G27180	178	269	253	305
gene:AT1G27190	1103	1194	1284	1107
gene:AT1G27200	539	619	485	441
gene:AT1G27210	854	792	620	711
gene:AT1G27220	0	0	0	0
gene:AT1G27240	2	0	1	0
gene:AT1G27250	0	0	0	0
gene:AT1G27260	0	0	0	0
gene:AT1G27270	0	0	0	0
gene:AT1G27280	2	0	0	0
gene:AT1G27290	1725	2023	1835	1437
gene:AT1G27300	520	456	504	477
gene:AT1G27310	804	1022	1065	1118
gene:AT1G27320	2340	2623	2516	2428
gene:AT1G27330	307	399	361	412
gene:AT1G27340	652	674	708	833
gene:AT1G27350	394	448	381	409
gene:AT1G27360	108	146	97	137
gene:AT1G27370	171	183	122	249
gene:AT1G27380	6	14	4	9
gene:AT1G27385	414	508	434	402
gene:AT1G27390	360	485	409	452
gene:AT1G27400	1797	2026	1629	2312
gene:AT1G27410	88	108	90	105
gene:AT1G27420	52	57	37	69
gene:AT1G27430	883	1105	848	1024
gene:AT1G27435	198	314	252	234
gene:AT1G27440	126	191	127	145
gene:AT1G27450	1489	1799	1692	2000
gene:AT1G27460	483	592	674	1306
gene:AT1G27461	2	0	2	0
gene:AT1G27470	548	589	565	583
gene:AT1G27480	1145	1257	1027	1242
gene:AT1G27490	2	2	0	0
gene:AT1G27500	164	164	139	174
gene:AT1G27510	1432	1518	1321	1484
gene:AT1G27520	508	670	561	685
gene:AT1G27530	578	689	535	705
gene:AT1G27535	0	0	0	0
gene:AT1G27540	433	497	460	466
gene:AT1G27550	0	0	0	0
gene:AT1G27555	0	0	0	0
gene:AT1G27565	27	46	38	37
gene:AT1G27570	0	0	2	0
gene:AT1G27580	207	217	144	198
gene:AT1G27595	541	745	684	845
gene:AT1G27600	502	584	582	775
gene:AT1G27610	2	2	4	4
gene:AT1G27620	26	52	42	44
gene:AT1G27630	527	608	534	668
gene:AT1G27640	0	0	0	0
gene:AT1G27650	1099	1118	1164	1219
gene:AT1G27660	112	173	105	160
gene:AT1G27670	52	43	38	44
gene:AT1G27680	217	264	190	269
gene:AT1G27690	259	355	289	302
gene:AT1G27695	56	66	52	75
gene:AT1G27700	155	215	159	212
gene:AT1G27710	0	0	0	0
gene:AT1G27720	6	18	8	35
gene:AT1G27730	1420	1625	219	116
gene:AT1G27740	36	34	33	28
gene:AT1G27750	461	573	519	682
gene:AT1G27752	634	778	676	762
gene:AT1G27760	774	839	537	598
gene:AT1G27770	3513	4384	3177	1687
gene:AT1G27820	1	0	0	0
gene:AT1G27840	190	237	248	321
gene:AT1G27850	848	1046	893	1023
gene:AT1G27860	2	4	2	0
gene:AT1G27870	0	0	0	0
gene:AT1G27880	39	43	28	55
gene:AT1G27890	0	8	2	2
gene:AT1G27900	338	421	333	383
gene:AT1G27910	274	323	360	454
gene:AT1G27920	239	320	250	312
gene:AT1G27930	525	525	468	613
gene:AT1G27940	48	52	32	48
gene:AT1G27950	1171	1456	1195	1579
gene:AT1G27960	92	132	121	229
gene:AT1G27970	573	759	754	809
gene:AT1G27980	242	312	403	406
gene:AT1G27990	0	0	4	0
gene:AT1G28000	0	0	0	0
gene:AT1G28005	0	0	0	0
gene:AT1G28010	74	122	110	82
gene:AT1G28020	0	0	0	0
gene:AT1G28030	0	0	0	0
gene:AT1G28040	4	2	0	2
gene:AT1G28050	580	747	630	659
gene:AT1G28060	844	1103	798	928
gene:AT1G28070	129	108	104	120
gene:AT1G28080	21	22	14	12
gene:AT1G28090	214	319	221	258
gene:AT1G28100	96	113	87	151
gene:AT1G28110	188	211	200	271
gene:AT1G28120	558	573	558	523
gene:AT1G28130	612	762	592	865
gene:AT1G28135	0	0	0	0
gene:AT1G28140	1296	1399	1288	1282
gene:AT1G28150	544	544	651	573
gene:AT1G28160	0	1	0	0
gene:AT1G28170	4	0	0	0
gene:AT1G28180	0	0	0	0
gene:AT1G28190	351	392	253	132
gene:AT1G28200	382	444	391	421
gene:AT1G28210	53	77	46	92
gene:AT1G28220	0	2	0	0
gene:AT1G28230	197	224	158	108
gene:AT1G28240	460	580	516	642
gene:AT1G28250	167	190	210	247
gene:AT1G28260	588	675	670	611
gene:AT1G28265	0	0	0	0
gene:AT1G28270	0	0	0	0
gene:AT1G28280	919	1105	912	868
gene:AT1G28290	4182	5020	5058	6498
gene:AT1G28300	2	6	1	0
gene:AT1G28305	0	0	0	0
gene:AT1G28306	0	0	0	0
gene:AT1G28310	194	262	273	257
gene:AT1G28320	638	760	701	778
gene:AT1G28327	0	0	0	0
gene:AT1G28330	8003	8531	10680	10227
gene:AT1G28335	0	0	0	0
gene:AT1G28340	763	1004	895	961
gene:AT1G28350	460	659	464	572
gene:AT1G28360	18	16	16	32
gene:AT1G28370	85	125	56	46
gene:AT1G28375	0	0	0	0
gene:AT1G28380	1250	1767	1487	1156
gene:AT1G28390	106	155	112	163
gene:AT1G28395	128	182	122	125
gene:AT1G28400	2674	3255	1943	3090
gene:AT1G28410	225	238	198	197
gene:AT1G28420	930	1157	967	1028
gene:AT1G28430	0	0	0	0
gene:AT1G28440	1389	1703	1342	1719
gene:AT1G28450	0	0	0	0
gene:AT1G28460	0	0	0	0
gene:AT1G28470	47	37	41	44
gene:AT1G28480	6	27	2	24
gene:AT1G28490	266	342	244	356
gene:AT1G28500	1	2	2	1
gene:AT1G28510	249	295	286	331
gene:AT1G28520	751	931	847	815
gene:AT1G28530	163	190	142	188
gene:AT1G28540	94	113	109	101
gene:AT1G28550	1	1	0	0
gene:AT1G28560	54	61	58	39
gene:AT1G28570	126	112	79	105
gene:AT1G28580	1201	1536	1167	1443
gene:AT1G28590	5	2	2	0
gene:AT1G28600	1252	1637	1194	1040
gene:AT1G28610	206	259	173	167
gene:AT1G28630	0	1	0	0
gene:AT1G28640	4	3	2	6
gene:AT1G28650	1	1	2	0
gene:AT1G28660	124	144	72	159
gene:AT1G28670	350	532	379	670
gene:AT1G28680	362	474	369	459
gene:AT1G28690	15	56	30	74
gene:AT1G28695	0	1	0	0
gene:AT1G28700	0	0	0	0
gene:AT1G28710	135	160	113	141
gene:AT1G28815	13	7	15	12
gene:AT1G28760	106	109	117	136
gene:AT1G28765	20	28	22	38
gene:AT1G28960	319	403	310	398
gene:AT1G29000	4	10	4	21
gene:AT1G29005	0	0	0	2
gene:AT1G29010	0	0	0	0
gene:AT1G29020	6	7	12	27
gene:AT1G29025	43	38	51	59
gene:AT1G29030	194	250	177	206
gene:AT1G29040	214	278	254	360
gene:AT1G29041	0	0	0	0
gene:AT1G29050	174	291	147	192
gene:AT1G29060	76	115	74	109
gene:AT1G29070	2380	3032	3024	3111
gene:AT1G29080	0	0	0	0
gene:AT1G29090	2	2	2	0
gene:AT1G29100	0	0	0	0
gene:AT1G29110	9	10	2	11
gene:AT1G29120	401	584	343	516
gene:AT1G29140	0	0	0	0
gene:AT1G29150	1609	1909	1835	1572
gene:AT1G29160	69	74	73	100
gene:AT1G29170	264	287	176	248
gene:AT1G29179	6	6	3	0
gene:AT1G29180	7	0	2	0
gene:AT1G29195	36	46	24	22
gene:AT1G29200	19	22	3	5
gene:AT1G29220	266	288	221	271
gene:AT1G29230	16	20	10	14
gene:AT1G29240	242	227	240	221
gene:AT1G29250	287	413	362	438
gene:AT1G29260	426	450	566	421
gene:AT1G29270	20	44	46	69
gene:AT1G29280	394	496	459	546
gene:AT1G29290	8	12	8	6
gene:AT1G29300	143	186	179	223
gene:AT1G29310	396	460	424	678
gene:AT1G29320	173	256	170	254
gene:AT1G29330	217	241	231	328
gene:AT1G29340	1902	2133	1863	1512
gene:AT1G29350	1276	1732	1398	1734
gene:AT1G29355	256	284	246	284
gene:AT1G29370	1363	1648	1439	1638
gene:AT1G29380	61	63	55	98
gene:AT1G29390	428	507	458	533
gene:AT1G29395	312	371	243	325
gene:AT1G29400	1921	2175	1981	1753
gene:AT1G29410	105	123	104	105
gene:AT1G29418	232	364	283	275
gene:AT1G29420	4	10	4	0
gene:AT1G29430	38	52	30	46
gene:AT1G29435	0	0	0	0
gene:AT1G29440	0	0	0	0
gene:AT1G29450	50	50	44	29
gene:AT1G29460	28	41	38	40
gene:AT1G29465	99	133	105	109
gene:AT1G29470	2382	3133	2544	4046
gene:AT1G29480	0	0	0	0
gene:AT1G29490	2	0	4	4
gene:AT1G29500	118	100	64	89
gene:AT1G29510	148	106	52	60
gene:AT1G29520	112	179	97	155
gene:AT1G29530	278	392	242	247
gene:AT1G29535	7	13	14	19
gene:AT1G29540	0	0	0	0
gene:AT1G29550	102	159	123	118
gene:AT1G29560	62	69	51	52
gene:AT1G29570	0	0	0	0
gene:AT1G29580	0	0	0	0
gene:AT1G29590	54	49	35	34
gene:AT1G29600	8	22	6	28
gene:AT1G29620	0	0	0	0
gene:AT1G29630	101	133	100	102
gene:AT1G29640	34	47	62	36
gene:AT1G29660	948	1159	1009	1747
gene:AT1G29670	1921	2145	2306	2709
gene:AT1G29680	13	13	7	0
gene:AT1G29690	807	1072	894	496
gene:AT1G29700	596	686	691	694
gene:AT1G29710	102	133	173	148
gene:AT1G29720	69	69	77	109
gene:AT1G29730	24	37	21	37
gene:AT1G29740	5	4	0	13
gene:AT1G29750	321	291	348	389
gene:AT1G29760	388	451	457	397
gene:AT1G29770	8	14	13	22
gene:AT1G29775	3	2	0	9
gene:AT1G29780	3	16	6	4
gene:AT1G29790	392	495	483	560
gene:AT1G29800	232	293	306	268
gene:AT1G29810	99	144	142	159
gene:AT1G29820	189	248	205	316
gene:AT1G29830	8	11	8	4
gene:AT1G29840	45	82	51	76
gene:AT1G29850	578	624	579	776
gene:AT1G29860	3	4	1	0
gene:AT1G29870	0	0	0	2
gene:AT1G29880	1921	2489	2100	2185
gene:AT1G29890	342	389	367	380
gene:AT1G29900	2755	3252	2784	3422
gene:AT1G29910	5382	5860	7341	4557
gene:AT1G29920	5448	4453	10306	4283
gene:AT1G29930	54565	57184	76997	58667
gene:AT1G29940	901	1212	877	1096
gene:AT1G29950	625	774	565	796
gene:AT1G29960	56	83	50	78
gene:AT1G29962	0	0	2	0
gene:AT1G29965	0	1	2	0
gene:AT1G29970	276	350	344	421
gene:AT1G29980	197	260	224	380
gene:AT1G29990	302	352	363	312
gene:AT1G30000	425	548	536	598
gene:AT1G30010	106	174	168	162
gene:AT1G30020	0	0	0	0
gene:AT1G30040	169	191	163	95
gene:AT1G30050	4	2	0	2
gene:AT1G30060	1	0	0	0
gene:AT1G30070	210	225	239	136
gene:AT1G30080	59	69	36	66
gene:AT1G30090	406	491	461	538
gene:AT1G30100	4	14	4	4
gene:AT1G30110	122	183	120	155
gene:AT1G30120	1833	1849	1901	2120
gene:AT1G30130	503	630	447	448
gene:AT1G30135	69	113	16	19
gene:AT1G30140	4	0	0	0
gene:AT1G30160	8	16	10	12
gene:AT1G30170	0	0	0	0
gene:AT1G30190	8	10	2	2
gene:AT1G30200	543	628	619	754
gene:AT1G30210	466	573	581	732
gene:AT1G30220	23	34	23	44
gene:AT1G30230	4988	5313	5498	6204
gene:AT1G30240	211	256	207	251
gene:AT1G30250	22	12	14	4
gene:AT1G30260	147	170	216	239
gene:AT1G30270	928	1000	858	1170
gene:AT1G30280	89	91	92	90
gene:AT1G30290	184	203	154	224
gene:AT1G30300	129	123	155	176
gene:AT1G30320	506	699	446	372
gene:AT1G30330	1059	1008	1065	1393
gene:AT1G30350	0	0	0	0
gene:AT1G30360	6216	7259	7120	8513
gene:AT1G30370	14	10	30	36
gene:AT1G30380	6436	8122	7642	7842
gene:AT1G30400	2732	3540	3196	3423
gene:AT1G30410	976	1165	930	853
gene:AT1G30420	190	211	172	243
gene:AT1G30440	1181	1360	1398	2013
gene:AT1G30450	501	645	620	745
gene:AT1G30455	16	11	6	8
gene:AT1G30460	350	454	395	397
gene:AT1G30470	1068	1247	1054	1116
gene:AT1G30473	2	0	0	0
gene:AT1G30475	32	33	32	38
gene:AT1G30480	315	329	332	301
gene:AT1G30490	369	507	416	532
gene:AT1G30500	187	221	128	141
gene:AT1G30510	506	726	517	813
gene:AT1G30515	8	4	4	10
gene:AT1G30520	384	469	332	422
gene:AT1G30530	432	554	434	386
gene:AT1G30540	202	188	169	264
gene:AT1G30545	42	61	35	82
gene:AT1G30550	28	35	20	32
gene:AT1G30560	0	0	0	2
gene:AT1G30570	382	456	389	472
gene:AT1G30580	2093	2463	2151	2789
gene:AT1G30590	594	791	650	761
gene:AT1G30600	302	361	304	284
gene:AT1G30610	375	377	375	466
gene:AT1G30620	187	272	248	269
gene:AT1G30630	847	1028	903	1097
gene:AT1G30640	154	209	173	288
gene:AT1G30650	202	190	190	189
gene:AT1G30660	16	3	2	2
gene:AT1G30670	0	0	0	0
gene:AT1G30680	739	841	748	778
gene:AT1G30690	1092	1257	982	1562
gene:AT1G30700	125	186	137	148
gene:AT1G30710	0	0	0	2
gene:AT1G30720	153	190	306	144
gene:AT1G30730	62	132	216	136
gene:AT1G30740	0	12	2	0
gene:AT1G30750	64	140	100	126
gene:AT1G30755	127	189	170	179
gene:AT1G30757	0	0	0	0
gene:AT1G30760	74	78	73	107
gene:AT1G30780	0	0	0	0
gene:AT1G30790	0	0	0	0
gene:AT1G30795	0	0	0	0
gene:AT1G30810	613	679	399	400
gene:AT1G30800	0	0	0	0
gene:AT1G30814	0	2	0	0
gene:AT1G30820	2106	2471	2724	2602
gene:AT1G30825	111	205	172	177
gene:AT1G30840	179	219	169	255
gene:AT1G30845	28	23	28	32
gene:AT1G30850	24	24	18	12
gene:AT1G30860	148	153	104	67
gene:AT1G30870	256	299	154	222
gene:AT1G30880	1281	1254	1413	1436
gene:AT1G30890	207	248	153	241
gene:AT1G30900	120	120	70	122
gene:AT1G30910	341	359	317	325
gene:AT1G30920	0	2	2	0
gene:AT1G30925	0	0	0	0
gene:AT1G30930	0	0	0	0
gene:AT1G30950	4	2	0	4
gene:AT1G30960	116	118	97	103
gene:AT1G30970	543	654	543	704
gene:AT1G30972	0	0	0	0
gene:AT1G30974	0	0	0	0
gene:AT1G30990	2	5	4	8
gene:AT1G31000	0	0	0	0
gene:AT1G31010	75	89	71	107
gene:AT1G31020	71	70	96	132
gene:AT1G31040	44	30	34	56
gene:AT1G31050	108	137	116	117
gene:AT1G31070	413	489	431	529
gene:AT1G31080	0	0	0	0
gene:AT1G31090	0	0	0	0
gene:AT1G31095	0	0	0	0
gene:AT1G31120	419	645	534	473
gene:AT1G31130	2067	2563	1696	1571
gene:AT1G31140	0	0	0	0
gene:AT1G31150	230	271	240	327
gene:AT1G31160	222	290	280	247
gene:AT1G31163	0	1	1	1
gene:AT1G31170	416	416	417	429
gene:AT1G31175	102	122	130	172
gene:AT1G31180	846	1024	772	930
gene:AT1G31190	554	603	553	550
gene:AT1G31200	36	29	13	35
gene:AT1G31220	132	126	127	187
gene:AT1G31230	967	1259	826	1109
gene:AT1G31240	15	15	8	5
gene:AT1G31243	0	0	0	0
gene:AT1G31250	0	0	0	0
gene:AT1G31255	0	1	0	0
gene:AT1G31260	0	0	0	0
gene:AT1G31270	0	0	2	0
gene:AT1G31280	691	655	945	863
gene:AT1G31290	141	164	191	172
gene:AT1G31300	408	548	452	673
gene:AT1G31310	56	60	64	131
gene:AT1G31320	85	155	74	82
gene:AT1G31330	17334	20439	19690	17359
gene:AT1G31335	59	57	68	58
gene:AT1G31340	546	639	429	606
gene:AT1G31350	104	138	148	162
gene:AT1G31360	184	162	153	215
gene:AT1G31370	0	0	0	0
gene:AT1G31380	0	0	0	0
gene:AT1G31390	2	0	0	0
gene:AT1G31400	2	0	0	0
gene:AT1G31410	311	377	271	377
gene:AT1G31420	1210	1520	1526	2345
gene:AT1G31430	61	48	54	32
gene:AT1G31440	600	735	596	633
gene:AT1G31450	0	0	0	0
gene:AT1G31460	68	88	76	61
gene:AT1G31470	106	94	108	105
gene:AT1G31480	346	370	392	416
gene:AT1G31490	40	40	47	38
gene:AT1G31500	237	280	239	356
gene:AT1G31510	0	0	0	0
gene:AT1G31520	0	0	0	0
gene:AT1G31530	0	0	0	0
gene:AT1G31540	981	1200	621	749
gene:AT1G31550	173	248	212	178
gene:AT1G31555	0	0	0	0
gene:AT1G31580	3017	4171	2671	7711
gene:AT1G31600	403	520	477	515
gene:AT1G31620	0	0	0	0
gene:AT1G31630	0	0	0	0
gene:AT1G31640	0	0	0	0
gene:AT1G31650	518	693	431	557
gene:AT1G31660	490	602	554	608
gene:AT1G31670	2	6	0	0
gene:AT1G31690	471	563	310	434
gene:AT1G31710	337	426	260	264
gene:AT1G31720	10	3	14	8
gene:AT1G31730	1484	1936	1920	2055
gene:AT1G31740	0	1	0	0
gene:AT1G31750	18	27	14	11
gene:AT1G31760	59	54	55	50
gene:AT1G31770	328	311	274	446
gene:AT1G31772	1	7	4	1
gene:AT1G31780	695	791	815	872
gene:AT1G31790	74	93	66	54
gene:AT1G31800	2209	2559	2046	2383
gene:AT1G31810	500	656	845	812
gene:AT1G31812	2004	2195	2123	2387
gene:AT1G31814	152	144	160	180
gene:AT1G31817	369	444	331	509
gene:AT1G31820	277	281	243	154
gene:AT1G31830	306	408	422	458
gene:AT1G31835	52	86	62	85
gene:AT1G31840	45	33	44	60
gene:AT1G31850	1647	1975	1661	2092
gene:AT1G31860	511	588	441	518
gene:AT1G31870	424	456	376	419
gene:AT1G31880	48	56	47	81
gene:AT1G31885	8	17	18	26
gene:AT1G31910	2170	2967	2135	2798
gene:AT1G31920	0	0	0	0
gene:AT1G31930	789	828	743	784
gene:AT1G31940	261	305	301	285
gene:AT1G31950	164	149	126	240
gene:AT1G31960	0	0	0	0
gene:AT1G31970	1387	1693	1267	1676
gene:AT1G31990	6	4	2	0
gene:AT1G32000	0	0	0	0
gene:AT1G32010	474	588	764	861
gene:AT1G32020	0	0	0	0
gene:AT1G32030	0	0	0	0
gene:AT1G32050	1212	1522	1673	1671
gene:AT1G32060	18105	21545	16692	21576
gene:AT1G32070	675	788	635	743
gene:AT1G32080	5202	6712	5397	5879
gene:AT1G32090	690	880	711	851
gene:AT1G32100	224	321	197	297
gene:AT1G32120	217	258	155	208
gene:AT1G32127	76	66	48	63
gene:AT1G32130	1159	1378	1286	1538
gene:AT1G32140	2	0	0	0
gene:AT1G32150	199	324	200	214
gene:AT1G32160	707	720	690	881
gene:AT1G32170	469	596	611	650
gene:AT1G32180	0	0	0	0
gene:AT1G32190	162	134	164	160
gene:AT1G32200	672	895	819	895
gene:AT1G32210	223	321	313	390
gene:AT1G32220	650	889	783	819
gene:AT1G32225	0	0	0	0
gene:AT1G32230	4866	5762	4735	5579
gene:AT1G32240	47	90	66	99
gene:AT1G32250	0	0	0	0
gene:AT1G32260	219	248	197	219
gene:AT1G32270	3	0	2	2
gene:AT1G32280	0	0	0	0
gene:AT1G32300	1	0	0	0
gene:AT1G32310	93	180	144	174
gene:AT1G32320	0	0	0	0
gene:AT1G32330	195	238	216	291
gene:AT1G32337	0	0	0	0
gene:AT1G32340	326	399	490	420
gene:AT1G32350	5	35	8	16
gene:AT1G32360	704	711	866	679
gene:AT1G32361	0	0	0	0
gene:AT1G32370	123	120	130	125
gene:AT1G32375	4	6	0	0
gene:AT1G32380	184	256	159	213
gene:AT1G32400	1687	1923	2171	2354
gene:AT1G32410	250	303	243	313
gene:AT1G32415	78	64	76	94
gene:AT1G32420	0	0	0	0
gene:AT1G32430	0	0	0	0
gene:AT1G32440	628	702	577	612
gene:AT1G32450	736	746	710	890
gene:AT1G32460	703	786	878	924
gene:AT1G32470	4926	5783	4779	5747
gene:AT1G32480	2	0	0	0
gene:AT1G32490	813	1072	929	998
gene:AT1G32500	1170	1499	1343	1412
gene:AT1G32510	2	0	0	14
gene:AT1G32520	226	169	105	108
gene:AT1G32530	684	764	736	849
gene:AT1G32540	96	120	106	148
gene:AT1G32550	552	601	565	655
gene:AT1G32560	2	7	8	8
gene:AT1G32570	5	4	4	3
gene:AT1G32575	0	0	0	1
gene:AT1G32580	877	882	835	930
gene:AT1G32583	49	61	11	20
gene:AT1G32585	0	0	0	0
gene:AT1G32600	0	0	0	0
gene:AT1G32610	54	59	77	72
gene:AT1G32630	39	44	49	54
gene:AT1G32640	0	0	0	0
gene:AT1G32650	0	0	2	0
gene:AT1G32660	0	0	0	0
gene:AT1G32690	71	97	66	62
gene:AT1G32700	1052	999	918	859
gene:AT1G32710	2	0	0	0
gene:AT1G32720	0	0	0	0
gene:AT1G32730	128	94	96	150
gene:AT1G32740	34	21	13	40
gene:AT1G32750	900	1377	1051	1357
gene:AT1G32760	72	80	88	124
gene:AT1G32763	0	0	0	0
gene:AT1G32770	0	0	0	0
gene:AT1G32780	18	9	11	12
gene:AT1G32790	1345	1526	1537	1607
gene:AT1G32810	735	802	709	894
gene:AT1G32850	3	6	4	1
gene:AT1G32860	157	155	151	187
gene:AT1G32870	632	651	563	540
gene:AT1G32880	17	6	5	0
gene:AT1G32900	39	65	63	61
gene:AT1G32910	8	4	0	1
gene:AT1G32920	1829	2171	942	706
gene:AT1G32928	221	210	184	101
gene:AT1G32930	76	88	92	138
gene:AT1G32940	121	204	115	169
gene:AT1G32950	18	30	13	8
gene:AT1G32960	18	68	25	21
gene:AT1G32970	4	2	4	8
gene:AT1G32975	0	0	2	0
gene:AT1G32980	0	0	0	0
gene:AT1G32990	2211	2859	2494	2712
gene:AT1G33010	0	0	0	0
gene:AT1G33020	0	0	0	0
gene:AT1G33030	14	40	85	53
gene:AT1G33040	491	598	504	611
gene:AT1G33050	1188	1414	1616	1862
gene:AT1G33055	90	106	104	104
